index	chapter	file	line	kind	voice	source	translation	terms
3880	17	noel2_007.dsf	1146	narration		透明なカップに注がれた紅茶は、白いクロスに琥珀色の影を落としていた。	透明杯中的红茶在白色桌布上投下琥珀色的影子。	[]
3881	17	noel2_007.dsf	1150	narration		と、その影の中。	就在那片影子里。	[]
3882	17	noel2_007.dsf	1154	narration		銀の小さな匙が置かれて、ノエルは目を上げた。	一把小巧的银匙被放进影子里，诺艾尔抬起头。	"[{""source"": ""ノエル"", ""target"": ""诺艾尔"", ""mode"": ""preferred"", ""pronoun"": ""她"", ""present_in_target"": true, ""type"": null, ""note"": null}]"
3883	17	noel2_007.dsf	1167	dialogue	vfnoel2_007rri030	【話者：天崎理理／中文名：天崎理理】「……あーおいしかった」	「……啊，真好吃。」	[]
3884	17	noel2_007.dsf	1171	narration		口元を拭いながら、理理は空いた皿の二枚目を積み上げる。	理理一边擦嘴，一边把第二只空盘叠了上去。	[]
3885	17	noel2_007.dsf	1176	dialogue	vfnoel2_007rri031	【話者：天崎理理／中文名：天崎理理】「やっぱりここのスイートポテトは別格だわ。決め手はシナモンよね。さて、次は……」	「果然这里的红薯甜点就是与众不同。关键在于肉桂呢。好了，接下来是……」	[]
3886	17	noel2_007.dsf	1184	narration		二つ目のケーキをペロリとたいらげて、理理は、早くもメニューを手にしていた。	转眼吃完第二块蛋糕，理理已经又拿起了菜单。	[]
3887	17	noel2_007.dsf	1188	narration		雪野もそれを覗き込み、	雪野也凑过去看，	[]
3888	17	noel2_007.dsf	1193	dialogue	vfnoel2_007yki001	【話者：松井雪野／中文名：松井雪野】「私ももう一つ頼もうかな。今日はずっとレッスンで、なんだか疲れちゃった。甘いものが食べたくてしょうがなくって」	「我也再点一份吧。今天练习了一整天，感觉有些累，想吃甜食想得不得了。」	[]
3889	17	noel2_007.dsf	1200	dialogue	vfnoel2_007rri032	【話者：天崎理理／中文名：天崎理理】「疲れると甘いものが欲しくなるっていうものね」	「不是都说一累就会想吃甜食吗。」	[]
3890	17	noel2_007.dsf	1207	dialogue	vfnoel2_007yki002	【話者：松井雪野／中文名：松井雪野】「身体が糖分を求めてるのね」	「身体在索求糖分呢。」	[]
3891	17	noel2_007.dsf	1214	dialogue	vfnoel2_007rri033	【話者：天崎理理／中文名：天崎理理】「ねー」	「就是呀～」	[]
3892	17	noel2_007.dsf	1221	dialogue	vfnoel2_007yki003	【話者：松井雪野／中文名：松井雪野】「ねー」	「就是呀～」	[]
3893	17	noel2_007.dsf	1225	narration		と、二人して頷きあっているが。	两人还相互点头附和。可是——	[]
3894	17	noel2_007.dsf	1229	narration		ノエルも思わず、付き合いで頷いてやってしまったが。	诺艾尔也不由得随声附和，跟着点了点头。可问题是——	"[{""source"": ""ノエル"", ""target"": ""诺艾尔"", ""mode"": ""preferred"", ""pronoun"": ""她"", ""present_in_target"": true, ""type"": null, ""note"": null}]"
3895	17	noel2_007.dsf	1233	narration		雪野もとっくにひとつ、ケーキをたいらげ終えているのだ。	但雪野分明也早就吃完了一个蛋糕。	[]
3896	17	noel2_007.dsf	1237	narration		ノエルはまだ半分も残っているクラシックショコラをフォークでつつき、二人の顔を交互に見た。	诺艾尔用叉子戳着还剩一半多的经典巧克力蛋糕，交替看了看两人的脸。	"[{""source"": ""ノエル"", ""target"": ""诺艾尔"", ""mode"": ""preferred"", ""pronoun"": ""她"", ""present_in_target"": true, ""type"": null, ""note"": null}]"
3897	17	noel2_007.dsf	1246	narration		なんともいえない気分になる。	她顿时有种说不出的感觉。	[]
3898	17	noel2_007.dsf	1250	narration		端的に言うと――胸焼けだ。	说白了——就是烧心。	[]
3899	17	noel2_007.dsf	1254	narration		幸せそうに笑って、メニューを真剣に眺めている理理と雪野。二人とも、小柄。筋肉も未発達で、本格的な運動をしている形跡もない。	理理和雪野幸福地笑着，认真端详菜单。两人都身材娇小，肌肉也不发达，看不出进行过系统锻炼。	[]
3900	17	noel2_007.dsf	1258	narration		それなのに、	可她们却——	[]
3901	17	noel2_007.dsf	1271	dialogue	vfnoel2_007rri034	【話者：天崎理理／中文名：天崎理理】「私は、そうだな～、木苺タルトにしようっと。雪野は？」	「我嘛～就要树莓挞好了。雪野呢？」	[]
3902	17	noel2_007.dsf	1279	dialogue	vfnoel2_007yki004	【話者：松井雪野／中文名：松井雪野】「ええと、チョコレートパイにするわ。チョコミントアイスが添えられてるセットの方」	「嗯……我要巧克力派。就是配有薄荷巧克力冰淇淋的套餐。」	[]
3903	17	noel2_007.dsf	1283	narration		タルトに、パイに、アイス。	挞、派，还有冰淇淋。	[]
3904	17	noel2_007.dsf	1287	narration		――食べ過ぎだ。絶対。	——绝对吃太多了。	[]
3905	17	noel2_007.dsf	1291	narration		低脂肪・高タンパクで、カロリーを効率的に摂れるエマノンの管理メニューを、この二人に教えてやりたい衝動にさえかられる。	她甚至冲动得想把埃玛农那套低脂、高蛋白、能高效摄取热量的管理餐单教给这两人。	"[{""source"": ""エマノン"", ""target"": ""埃玛农"", ""mode"": ""hard"", ""pronoun"": null, ""present_in_target"": true, ""type"": ""组织"", ""note"": ""沿用已有对照表""}]"
3906	17	noel2_007.dsf	1295	narration		と、	这时，	[]
3907	17	noel2_007.dsf	1306	dialogue	vfnoel2_007rri035	【話者：天崎理理／中文名：天崎理理】「ノエルは？」	「诺艾尔呢？」	"[{""source"": ""ノエル"", ""target"": ""诺艾尔"", ""mode"": ""preferred"", ""pronoun"": ""她"", ""present_in_target"": true, ""type"": null, ""note"": null}]"
3908	17	noel2_007.dsf	1313	dialogue	vfnoel2_007yki005	【話者：松井雪野／中文名：松井雪野】「どうするの？」	「你要点什么？」	[]
3909	17	noel2_007.dsf	1319	dialogue	vfnoel2_007noe023	【話者：吉川ノエル／中文名：吉川诺艾尔】「……えっ」	「……诶？」	[]
3910	17	noel2_007.dsf	1329	narration		二人に同時に問われ、ノエルは思わずフォークを止める。	被两人同时问到，诺艾尔不由得停下了叉子。	"[{""source"": ""ノエル"", ""target"": ""诺艾尔"", ""mode"": ""preferred"", ""pronoun"": ""她"", ""present_in_target"": true, ""type"": null, ""note"": null}]"
3911	17	noel2_007.dsf	1333	narration		理理はノエルのためにメニューを紙芝居のように立てて見せ、	理理把菜单像纸芝居画片一样竖起来，展示给诺艾尔看，	"[{""source"": ""ノエル"", ""target"": ""诺艾尔"", ""mode"": ""preferred"", ""pronoun"": ""她"", ""present_in_target"": true, ""type"": null, ""note"": null}]"
3912	17	noel2_007.dsf	1341	dialogue	vfnoel2_007rri036	【話者：天崎理理／中文名：天崎理理】「私のお勧めは、マロンのパンナコッタに、ラズベリームース、それからこれもおいしくてよ、チェリーパイの生クリーム添え」	「我的推荐是栗子意式奶冻、覆盆子慕斯，还有这个也很好吃——配鲜奶油的樱桃派。」	[]
3913	17	noel2_007.dsf	1349	dialogue	vfnoel2_007yki006	【話者：松井雪野／中文名：松井雪野】「ショートケーキもおいしいのよ。ここの苺のショートケーキは有名で、少し前に雑誌でも紹介されてたわよね」	「草莓奶油蛋糕也很美味呢。这里的草莓奶油蛋糕很有名，不久前杂志上也介绍过吧」	[]
3914	17	noel2_007.dsf	1361	dialogue	vfnoel2_007rri037	【話者：天崎理理／中文名：天崎理理】「あ！　そうそうそう、そうだったわ。スポンジは洋酒でしっとりしてて、」	「啊！对对对，就是那个。蛋糕胚浸过洋酒，湿润绵软，」	[]
3915	17	noel2_007.dsf	1368	dialogue	vfnoel2_007yki007	【話者：松井雪野／中文名：松井雪野】「苺は甘くて大きくて」	「草莓又甜又大」	[]
3916	17	noel2_007.dsf	1376	dialogue	vfnoel2_007rri038	【話者：天崎理理／中文名：天崎理理】「生クリームは牛乳の新鮮な香りなの！　ノエル、ショートケーキにしなさいよ、ね、そうした方がいいわ。うん、絶対。うんうんうん」	「鲜奶油还带着新鲜牛奶的香气！诺艾尔，你就点草莓奶油蛋糕吧。听我的，肯定没错。嗯，绝对。嗯嗯嗯。」	"[{""source"": ""ノエル"", ""target"": ""诺艾尔"", ""mode"": ""preferred"", ""pronoun"": ""她"", ""present_in_target"": true, ""type"": null, ""note"": null}]"
3917	17	noel2_007.dsf	1383	narration		理理は人が変わったように、真剣な眼差しで詰め寄ってくる。	理理仿佛换了个人，神情无比认真地逼近她。	[]
3918	17	noel2_007.dsf	1387	narration		ノエルはなんとか口に入れた分のケーキを飲み込み、	诺艾尔好不容易咽下嘴里的蛋糕，	"[{""source"": ""ノエル"", ""target"": ""诺艾尔"", ""mode"": ""preferred"", ""pronoun"": ""她"", ""present_in_target"": true, ""type"": null, ""note"": null}]"
3919	17	noel2_007.dsf	1392	dialogue	vfnoel2_007noe024	【話者：吉川ノエル／中文名：吉川诺艾尔】「……理理のお勧めは、マロンのパンナコッタとなんとかかんとか……ではないの？」	「……你刚才推荐的，不是栗子意式奶冻，还有什么来着……吗？」	[]
3920	17	noel2_007.dsf	1396	narration		なんとかそれだけ言い返すが。	她好不容易才挤出这么一句反驳。	[]
3921	17	noel2_007.dsf	1405	dialogue	vfnoel2_007rri039	【話者：天崎理理／中文名：天崎理理】「んーん！　やっぱりショートケーキ！　さすが雪野、いいところついてくるわ」	「不嘛！果然还是草莓奶油蛋糕！不愧是雪野，一下就说到点子上了。」	[]
