index	chapter	file	line	kind	voice	source	translation	terms
3930	17	noel2_007.dsf	1484	dialogue	vfnoel2_007noe027	【話者：吉川ノエル／中文名：吉川诺艾尔】「あなたたちの方が食べ過ぎなのよ」	「明明是你们吃得太多了」	[]
3931	17	noel2_007.dsf	1491	dialogue	vfnoel2_007rri043	【話者：天崎理理／中文名：天崎理理】「そんなこと、なーい！　普通だもん！　だいたいノエルがやせすぎなの！　ねえ、何キロ？　体重何キロなの！？」	「才没有～那种事！这明明很正常嘛！说到底，是诺艾尔太瘦了！喂，你多少公斤？体重到底多少！？」	"[{""source"": ""ノエル"", ""target"": ""诺艾尔"", ""mode"": ""preferred"", ""pronoun"": ""她"", ""present_in_target"": true, ""type"": null, ""note"": null}]"
3932	17	noel2_007.dsf	1499	dialogue	vfnoel2_007noe028	【話者：吉川ノエル／中文名：吉川诺艾尔】「……体重は、実際の体格とはあまり比例しないものよ」	「……体重和实际体型并不总是成正比。」	[]
3933	17	noel2_007.dsf	1503	narration		実は、筋肉質の身体はだいぶ重いのだが。投薬のせいでむくみもあるのだが。今の理理にはなにを言っても通じまい。	其实肌肉发达的身体会重得多，她还因药物而有些水肿。不过，现在对理理说什么恐怕都没用。	[]
3934	17	noel2_007.dsf	1510	dialogue	vfnoel2_007rri044	【話者：天崎理理／中文名：天崎理理】「いいから言うのー！」	「别管那么多，快说啦～！」	[]
3935	17	noel2_007.dsf	1517	dialogue	vfnoel2_007noe029	【話者：吉川ノエル／中文名：吉川诺艾尔】「いや」	「不要。」	[]
3936	17	noel2_007.dsf	1525	dialogue	vfnoel2_007rri045	【話者：天崎理理／中文名：天崎理理】「なんで！？」	「为什么！？」	[]
3937	17	noel2_007.dsf	1533	dialogue	vfnoel2_007noe030	【話者：吉川ノエル／中文名：吉川诺艾尔】「……じゃあ理理から言いなさいよ」	「……那你先说自己的。」	[]
3938	17	noel2_007.dsf	1541	dialogue	vfnoel2_007rri046	【話者：天崎理理／中文名：天崎理理】「ずえっっったい、や！　ノエルのバカ！　意地悪！」	「绝～～对～不要！诺艾尔笨蛋！坏心眼！」	"[{""source"": ""ノエル"", ""target"": ""诺艾尔"", ""mode"": ""preferred"", ""pronoun"": ""她"", ""present_in_target"": true, ""type"": null, ""note"": null}]"
3939	17	noel2_007.dsf	1558	narration		眉間に皺を寄せ、ノエルを糾弾する理理の傍ら、	理理皱紧眉头，正在一旁声讨诺艾尔，	"[{""source"": ""ノエル"", ""target"": ""诺艾尔"", ""mode"": ""preferred"", ""pronoun"": ""她"", ""present_in_target"": true, ""type"": null, ""note"": null}]"
3940	17	noel2_007.dsf	1575	dialogue	vfnoel2_007yki009	【話者：松井雪野／中文名：松井雪野】「あはははははははっ！　やーだもー！　おかしーい！」	「啊哈哈哈哈哈！哎呀真是的！太好笑了！」	[]
3941	17	noel2_007.dsf	1581	narration		雪野は心底楽しそうに腹をよじって、テーブルに突っ伏すようにして大笑いしている。	雪野笑得前仰后合，像要趴倒在桌上似的放声大笑。	[]
3942	17	noel2_007.dsf	1589	dialogue	vfnoel2_007yki010	【話者：松井雪野／中文名：松井雪野】「い、いいわよ、理理、私がショートケーキ頼むから、三人で分けましょ？　ここの小さいし」	「好、好了，理理。我来点草莓奶油蛋糕，我们三个人分着吃吧？这里的蛋糕也不大。」	[]
3943	17	noel2_007.dsf	1601	narration		ひ、ひ、ひ、と笑いの合間に苦しげに息をつきながら、なんとか雪野が言い終えると、	雪野一边“嘿、嘿、嘿”地喘着气，一边在笑声间艰难地把话说完。	[]
