index	chapter	file	line	kind	voice	source	translation	terms
4030	18	noel2_008.dsf	168	dialogue	vfnoel2_008yki001	【話者：松井雪野／中文名：松井雪野】「え？　どこどこ？」	「咦？哪里哪里？」	[]
4031	18	noel2_008.dsf	172	narration		理理と雪野がまっしぐらに奥の棚に向かっていくのを見送り、ノエルは比較的すいている、壁際へと移動した。	目送理理和雪野直奔店内深处的货架，诺艾尔挪到相对空些的墙边。	"[{""source"": ""ノエル"", ""target"": ""诺艾尔"", ""mode"": ""preferred"", ""pronoun"": ""她"", ""present_in_target"": true, ""type"": null, ""note"": null}]"
4032	18	noel2_008.dsf	176	narration		ここなら棚の隙間から理理の様子も見えるし、もみくちゃにならずにすむ。	从这里既能透过货架缝隙观察理理，也不用被人群挤来挤去。	[]
4033	18	noel2_008.dsf	190	dialogue	vfnoel2_008noe001	【話者：吉川ノエル／中文名：吉川诺艾尔】「はあ……一体なんなのよ……」	「唉……这到底是怎么回事……」	[]
4034	18	noel2_008.dsf	197	narration		思わず零した呟きは、溜息混じり。	脱口而出的嘀咕夹着一声叹息。	[]
4035	18	noel2_008.dsf	201	narration		理理といい、雪野といい、他の少女たちといい――なぜ、黙って商品を選ぶという、当たり前のことができない？	理理也好，雪野也好，其他少女也好——为什么就不能安安静静地挑商品？这不是理所当然的吗？	[]
4036	18	noel2_008.dsf	205	narration		普段とはすこし違う疲れが出て、ノエルは首をグルリと回す。	一种不同于平日的疲惫涌上来，诺艾尔转了转脖颈。	"[{""source"": ""ノエル"", ""target"": ""诺艾尔"", ""mode"": ""preferred"", ""pronoun"": ""她"", ""present_in_target"": true, ""type"": null, ""note"": null}]"
4037	18	noel2_008.dsf	210	dialogue	vfnoel2_008rri002	【話者：天崎理理／中文名：天崎理理】「やーだぁ、セールになってもこの値段なのぉ？　たっかーっ……っぷ」	「不会吧，打折后还这么贵～？好贵——……唔噗。」	[]
4038	18	noel2_008.dsf	215	dialogue	vfnoel2_008yki002	【話者：松井雪野／中文名：松井雪野】「理理！　店員さん、こっち見ていらっしゃるわよ！」	「理理！店员在看着这边呢！」	[]
4039	18	noel2_008.dsf	219	narration		雪野に口を押さえられ、こくこくと頷く理理が見えた。	她看见雪野捂住理理的嘴，理理连连点头。	[]
