index	chapter	file	line	kind	voice	source	translation	terms
4580	19	noel2_009.dsf	1732	dialogue	vfnoel2_009kmo019	【話者：叢雲／中文名：丛云】「さぁて、ね」	「这个嘛，谁知道呢」	[]
4581	19	noel2_009.dsf	1739	narration		――そう、なのか。	——是这样，吗。	[]
4582	19	noel2_009.dsf	1743	narration		叢雲を見上げ、ノエルの瞳が凶暴にぎらつく。	仰望着丛云，诺艾尔的双眸凶暴地闪烁着寒光。	"[{""source"": ""ノエル"", ""target"": ""诺艾尔"", ""mode"": ""preferred"", ""pronoun"": ""她"", ""present_in_target"": true, ""type"": null, ""note"": null}, {""source"": ""叢雲"", ""target"": ""丛云"", ""mode"": ""preferred"", ""pronoun"": null, ""present_in_target"": true, ""type"": ""人物"", ""note"": ""Satisfaction 汉化人工确认人名""}]"
4583	19	noel2_009.dsf	1748	dialogue	vfnoel2_009noe038	【話者：吉川ノエル／中文名：吉川诺艾尔】「……さっき殺しておけばよかった」	「……刚才要是把你们杀掉就好了」	[]
4584	19	noel2_009.dsf	1752	narration		ノエルをはさんで二人の少女は、同じように口元をゆがめて笑ってみせた。	将诺艾尔夹在中间的两名少女，露出了如出一辙的扭曲笑容。	"[{""source"": ""ノエル"", ""target"": ""诺艾尔"", ""mode"": ""preferred"", ""pronoun"": ""她"", ""present_in_target"": true, ""type"": null, ""note"": null}]"
4585	19	noel2_009.dsf	1757	dialogue	vfnoel2_009noe039	【話者：吉川ノエル／中文名：吉川诺艾尔】「おまえたちが私と『同じ』だと知っていれば、もっと早く、その頭、落としてケリをつけたのに」	「早知道你们和我『一样』的话，我就该更早砍下你们的头解决掉这一切」	[]
4586	19	noel2_009.dsf	1769	dialogue	vfnoel2_009kmo020	【話者：叢雲／中文名：丛云】「同じ、だって？」	「一样？」	[]
4587	19	noel2_009.dsf	1785	dialogue	vfnoel2_009ngi026	【話者：草薙／中文名：草薙】「一緒にしないでもらおうか」	「别拿我们混为一谈好吗」	[]
4588	19	noel2_009.dsf	1791	narration		ノエルを中心に、二人はゆっくりと円を描いてしなやかに歩き始める。隙だらけにも見えるが、ノエルは決して襲いかかろうとはしない。	以诺艾尔为中心，两人缓缓画着圆圈，姿态柔韧地迈开步伐。虽然看起来满是破绽，但诺艾尔绝不上前扑杀。	"[{""source"": ""ノエル"", ""target"": ""诺艾尔"", ""mode"": ""preferred"", ""pronoun"": ""她"", ""present_in_target"": true, ""type"": null, ""note"": null}]"
4589	19	noel2_009.dsf	1795	narration		慎重に動きを目で追って、全身の筋を緩め、腱をリラックスさせる。	谨慎地用目光追逐着对方的动作，放松全身的肌肉，让筋腱放松下来。	[]
4590	19	noel2_009.dsf	1799	narration		なにがあっても、損傷を最小限でとどめられるよう。	无论发生什么，都要将损伤控制在最小限度。	[]
