index	chapter	file	line	kind	voice	source	translation	terms
4280	18	noel2_008.dsf	1710	narration		右手に、確かな感触。	右手中，那切实的感触。	[]
4281	18	noel2_008.dsf	1715	dialogue	vfnoel2_008noe048	【話者：吉川ノエル／中文名：吉川诺艾尔】「……行くよ、グルヴェイグ」	「……要上了，古尔薇格」	"[{""source"": ""グルヴェイグ"", ""target"": ""古尔薇格"", ""mode"": ""preferred"", ""pronoun"": null, ""present_in_target"": true, ""type"": ""术语"", ""note"": ""沿用已有对照表""}]"
4282	18	noel2_008.dsf	1719	narration		応えるのは冷えた刃の温度。	回应她的是冰冷刃口的温度。	[]
4283	18	noel2_008.dsf	1723	narration		先に走り出した二人の後を追い、ノエルも駆け出した。	追在先一步跑出的两人身后，吉川诺艾尔也迈步疾奔而出。	"[{""source"": ""ノエル"", ""target"": ""诺艾尔"", ""mode"": ""preferred"", ""pronoun"": ""她"", ""present_in_target"": true, ""type"": null, ""note"": null}]"
4284	18	noel2_008.dsf	1727	narration		鞄も靴も走るのには邪魔だが――	书包和鞋子对于奔跑来说虽然都是妨碍——	[]
4285	18	noel2_008.dsf	1732	dialogue	vfnoel2_008rri015	【話者：天崎理理／中文名：天崎理理】「ノエル――っ！！」	「诺艾尔——！！」	"[{""source"": ""ノエル"", ""target"": ""诺艾尔"", ""mode"": ""preferred"", ""pronoun"": ""她"", ""present_in_target"": true, ""type"": null, ""note"": null}]"
4286	18	noel2_008.dsf	1736	narration		悲鳴じみた理理の声を振り切るように、石畳を蹴って一気に加速する。	仿佛要甩开理理那近乎尖叫的声音般，踩响石板路一瞬间加速。	[]
4287	18	noel2_008.dsf	1758	dialogue	vmnoel2_008hro000	【話者：吉川裕樹／中文名：吉川裕树】「戦闘開始？　バカな！　ノエル、挑発に乗るな！　君の身体はもう――畜生回線が開かない！　聞け！　僕の声を聞くんだノエル！　ノエルッ！」	「战斗开始？荒谬！诺艾尔，别上挑衅的当！你的身体已经——该死，线路打不开！听着！听我的声音，诺艾尔！诺艾尔！」	"[{""source"": ""ノエル"", ""target"": ""诺艾尔"", ""mode"": ""preferred"", ""pronoun"": ""她"", ""present_in_target"": true, ""type"": null, ""note"": null}]"
4288	18	noel2_008.dsf	1763	dialogue	vfnoel2_008ope000	【話者：通信・放送音声／中文名：通信、广播语音】「だめです、応答しません。ＮＯＥＬ、離れます。信号は２秒間隔のイエロー、グリーン、グリーン。ターゲットＶ１の警護要請です」	「不行，毫无响应。NOEL，正在远离。信号为２秒间隔的黄色、绿色、绿色。收到目标V1的护卫请求」	[]
4289	18	noel2_008.dsf	1768	dialogue	vmnoel2_008hro001	【話者：吉川裕樹／中文名：吉川裕树】「……糞っ！　行け！　車を出せ！　追うんだ！」	「……该死！快动！开车！追上去！」	[]
4290	18	noel2_008.dsf	1773	dialogue	vfnoel2_008ope001	【話者：通信・放送音声／中文名：通信、广播语音】「あの……ＮＯＥＬをですか？　それともＶ１を？」	「那个……是要追NOEL吗？还是V1？」	[]
4291	18	noel2_008.dsf	1777	narration		裕樹の奥歯が、噛み締められてきしんだ。	裕树咬紧后槽牙，吱嘎作响。	[]
4292	18	noel2_008.dsf	1781	narration		繊細な美貌が、一瞬、鬼神のように歪む。	精致纤秀的容貌，一瞬间如鬼神般扭曲。	[]
4293	18	noel2_008.dsf	1786	dialogue	vmnoel2_008hro002	【話者：吉川裕樹／中文名：吉川裕树】「……Ｖ１、だ。――ガード！　守れ！」	「……是V1。——护卫！去保护它！」	[]
4294	18	noel2_008.dsf	1790	narration		唸るようにそう告げて、コントロールパネルに拳を叩きつけた。	像低吟般吐出这句话，他将拳头狠狠砸在控制面板上。	[]
4295	18	noel2_008.dsf	1795	dialogue	vmnoel2_008hro003	【話者：吉川裕樹／中文名：吉川裕树】「畜生……なんでこんなタイミングで……ノエル――死ぬな……頼む、死ぬな！」	「可恶……为什么偏偏在这种节骨眼上……诺艾尔——别死……求你了，别死！」	"[{""source"": ""ノエル"", ""target"": ""诺艾尔"", ""mode"": ""preferred"", ""pronoun"": ""她"", ""present_in_target"": true, ""type"": null, ""note"": null}]"
4296	19	noel2_009.dsf	42	dialogue	vfnoel2_009ngi000	【話者：草薙／中文名：草薙】「遅い遅い！　こっちだよ！」	「太慢了太慢了！这边啦！」	[]
4297	19	noel2_009.dsf	48	narration		先を駆ける二人はノエルの追跡をかわそうとでもするかのように、逃げる獣の動きで路地裏に飛び込む。	跑在前面的二人仿佛要甩开诺艾尔的追击一般，以逃窜野兽般的动作冲进小巷深处。	"[{""source"": ""ノエル"", ""target"": ""诺艾尔"", ""mode"": ""preferred"", ""pronoun"": ""她"", ""present_in_target"": true, ""type"": null, ""note"": null}]"
4298	19	noel2_009.dsf	52	narration		遊んでる？　――だが、人目を避けられるなら好都合だ。鞄を投げ捨てる。	在耍我？——不过，能避开人目倒也正合我意。扔掉手中的包。	[]
4299	19	noel2_009.dsf	58	narration		上体を折って重心を落とし、地面に手をつくような体勢で膝を使って石畳をキック、スピンするように二人を追って直角のカット。	折下上身压低重心，以手近乎触地的姿势屈膝发力，猛蹬石板路，如旋转般直角变向，追向二人。	[]
4300	19	noel2_009.dsf	61	narration		スカートの脇が裂け、ヒールが削れて砂塵と舞う。ステップは使わず速度は殺さない。トップスピードのままグルヴェイグの刃を振り出す。	裙摆两侧开裂，鞋跟磨损伴着砂尘飞舞。不用垫步，绝不减速。保持着顶峰速度甩出古尔薇格的刃锋。	"[{""source"": ""グルヴェイグ"", ""target"": ""古尔薇格"", ""mode"": ""preferred"", ""pronoun"": null, ""present_in_target"": true, ""type"": ""术语"", ""note"": ""沿用已有对照表""}]"
