index	chapter	file	line	kind	voice	source	translation	terms
4330	19	noel2_009.dsf	231	dialogue	vfnoel2_009noe004	【話者：吉川ノエル／中文名：吉川诺艾尔】「っく！」	「咕……！」	[]
4331	19	noel2_009.dsf	235	narration		バランスを崩した下半身、真横から滑り込むようなキックはもう一人。軸足を蹴り飛ばされ、ノエルの身体が宙に浮く。	下半身失去平衡，另一人从正侧面滑铲般踢来。支撑脚被扫飞，诺艾尔的身体顿时腾空。	"[{""source"": ""ノエル"", ""target"": ""诺艾尔"", ""mode"": ""preferred"", ""pronoun"": ""她"", ""present_in_target"": true, ""type"": null, ""note"": null}]"
4332	19	noel2_009.dsf	240	dialogue	vfnoel2_009noe005	【話者：吉川ノエル／中文名：吉川诺艾尔】「うぁ！」	「呜啊！」	[]
4333	19	noel2_009.dsf	245	dialogue	vfnoel2_009ngi008	【話者：草薙／中文名：草薙】「もらったぁっ！」	「得手啦！」	[]
4334	19	noel2_009.dsf	251	narration		跳ねるボールの如く、着地の勢いのままに地面を蹴って、敵はノエルのがらあきの懐に飛び込む。音速の掌底が襲い掛かる。	宛如弹跳的飞球一般，敌人借助着着地时的势头猛踏地面，直奔诺艾尔毫无防备的怀中。音速的掌底猛然袭来。	"[{""source"": ""ノエル"", ""target"": ""诺艾尔"", ""mode"": ""preferred"", ""pronoun"": ""她"", ""present_in_target"": true, ""type"": null, ""note"": null}]"
4335	19	noel2_009.dsf	254	narration		耳に迫る空気の裂ける轟音、しかしノエルは寸前、地面を突くのは片手の三指と右の爪先のみ、その身をひねって凄まじい回転を加える。	耳边逼近空气撕裂的轰鸣，然而诺艾尔在千钧一发之际，仅凭单手的三指与右脚尖撑地，拧动身体爆发出一股惊人的旋转。	"[{""source"": ""ノエル"", ""target"": ""诺艾尔"", ""mode"": ""preferred"", ""pronoun"": ""她"", ""present_in_target"": true, ""type"": null, ""note"": null}]"
4336	19	noel2_009.dsf	263	dialogue	vfnoel2_009kmo003	【話者：叢雲／中文名：丛云】「なにっ！？」	「什么！？」	[]
4337	19	noel2_009.dsf	267	narration		回転するままスピードは殺さず、壁をキック、駆け上がった宙で身をひねりまっさかさま、グルヴェイグで狙うは一点。	保持旋转毫不减速，猛踏墙面跃上半空并拧身倒悬，用古尔薇格直指一点。	"[{""source"": ""グルヴェイグ"", ""target"": ""古尔薇格"", ""mode"": ""preferred"", ""pronoun"": null, ""present_in_target"": true, ""type"": ""术语"", ""note"": ""沿用已有对照表""}]"
4338	19	noel2_009.dsf	272	dialogue	vfnoel2_009ngi009	【話者：草薙／中文名：草薙】「はっ！」	「哈！」	[]
4339	19	noel2_009.dsf	276	narration		的は眉間、しかしかわされ、グルヴェイグの軌道に髪が一筋、	目标是眉心，却被对方闪过，古尔薇格的轨迹上留下一缕切断的头发，	"[{""source"": ""グルヴェイグ"", ""target"": ""古尔薇格"", ""mode"": ""preferred"", ""pronoun"": null, ""present_in_target"": true, ""type"": ""术语"", ""note"": ""沿用已有对照表""}]"
